*,"Data were collected for the time period beginning January 2018, but exclude several months during the onset of the COVID-19 pandemic (i.e., March 2020-August 2020). In some cases, the funded state did not provide CDC enough months of data to calculate percent change. Rates are suppressed when based on <20 overdoses, thus no percent change is available; for more information, please see: Healthy People 2010 Criteria for Data Suppression",,,,,,,,,,,,,,,,,,,,,,
§,The state does not share data from syndromic surveillance systems with DOSE.,,,,,,,,,,,,,,,,,,,,,,
¶,State does not participate in OD2A DOSE ED data sharing.,,,,,,,,,,,,,,,,,,,,,,
**,"Certain comparisons include data from two syndromic surveillance systems; some differences between the systems exist, such as the percent of missing discharge diagnosis codes.",,,,,,,,,,,,,,,,,,,,,,
state,geo,stateSymbol,dataSymbol,startYear,startMonth,endYear,endMonth,allPercentageChange,opioidPercentageChange,heroinPercentageChange,stimulantPercentageChange,allIsSignificant,opioidIsSignificant,heroinIsSignificant,stimulantIsSignificant,allSignificance,opioidSignificance,heroinSignificance,stimulantSignificance,sex,ageRange,state_count,comparisonType
UT,US-UT,,,2018,8,2019,8,1.76,-2.4,-8.64,-42.9,FALSE,FALSE,FALSE,TRUE,No Significant Change,No Significant Change,No Significant Change,Significant Decrease,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2018,9,2019,9,7.34,11.4,11.44,-1.36,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2018,10,2019,10,3.82,-2.85,44.76,44.18,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2018,11,2019,11,0.88,-23.99,5.62,14.42,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Decrease,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2018,12,2019,12,-2.91,-16.52,-56.81,12.3,FALSE,FALSE,TRUE,FALSE,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2019,1,2020,1,-12.57,-33.35,-31.79,15.08,TRUE,TRUE,FALSE,FALSE,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2019,2,2020,2,9.6,23.55,7.34,-29.33,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Increase,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,*,2019,3,2020,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,*,2019,4,2020,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,*,2019,5,2020,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,*,2019,6,2020,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,*,2019,7,2020,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2019,8,2020,8,13.01,38.66,54.82,34.97,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2019,9,2020,9,13.12,18.73,-2.41,-6.4,TRUE,FALSE,FALSE,FALSE,Significant Increase,No Significant Change,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2019,10,2020,10,-5.79,12.59,-27.04,18.61,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2019,11,2020,11,6.37,48.45,4.7,-17.16,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Increase,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2019,12,2020,12,18.89,19.72,22.61,15.68,TRUE,FALSE,FALSE,FALSE,Significant Increase,No Significant Change,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2020,1,2021,1,27.23,78.82,34.36,-10.25,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2020,2,2021,2,16.04,12.24,-6.13,62.71,TRUE,FALSE,FALSE,TRUE,Significant Increase,No Significant Change,No Significant Change,Significant Increase,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,*,2020,3,2021,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,*,2020,4,2021,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,*,2020,5,2021,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,*,2020,6,2021,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,*,2020,7,2021,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2020,8,2021,8,-16.67,-40.39,-50.41,-19.52,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2020,9,2021,9,-22.59,-35.3,-44.03,-45.71,TRUE,TRUE,TRUE,TRUE,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2020,10,2021,10,-11.06,-25.7,-16.18,-56.66,TRUE,TRUE,FALSE,TRUE,Significant Decrease,Significant Decrease,No Significant Change,Significant Decrease,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2020,11,2021,11,-21.7,-37.23,-40.24,-35.79,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2020,12,2021,12,-19.53,-25.25,-10.39,-48.69,TRUE,TRUE,FALSE,TRUE,Significant Decrease,Significant Decrease,No Significant Change,Significant Decrease,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2021,1,2022,1,-24.55,-37.27,-16.37,-35.03,TRUE,TRUE,FALSE,TRUE,Significant Decrease,Significant Decrease,No Significant Change,Significant Decrease,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2021,2,2022,2,-19.03,-36.34,-29.23,-35.81,TRUE,TRUE,FALSE,TRUE,Significant Decrease,Significant Decrease,No Significant Change,Significant Decrease,all,all,1,8Year2YearSameMonthUT
UT,US-UT,,,2021,3,2022,3,-16.69,-19.08,-23.52,-33.35,TRUE,TRUE,FALSE,TRUE,Significant Decrease,Significant Decrease,No Significant Change,Significant Decrease,all,all,1,8Year2YearSameMonthUT
VA,US-VA,,*,2018,1,2019,1,4.1,6.48,-4.96,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2018,2,2019,2,-4.25,-7.13,-28.13,suppressed,FALSE,FALSE,TRUE,FALSE,No Significant Change,No Significant Change,Significant Decrease,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2018,3,2019,3,-4.15,-12.21,-28.08,suppressed,FALSE,FALSE,TRUE,FALSE,No Significant Change,No Significant Change,Significant Decrease,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2018,4,2019,4,-5.96,-4.57,-8.05,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2018,5,2019,5,9.04,10.11,2.85,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Increase,No Significant Change,No Significant Change,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2018,6,2019,6,10.49,24.54,20.68,suppressed,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,No Significant Change,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2018,7,2019,7,-2.37,-1.1,-4.87,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2018,8,2019,8,-1.45,14.43,10.75,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2018,9,2019,9,-6.7,11.06,5.73,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,No Significant Change,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2018,10,2019,10,2.93,25.65,26.89,suppressed,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Increase,No Significant Change,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2018,11,2019,11,4.82,10.53,12.53,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2018,12,2019,12,-22.72,0.78,6.8,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,No Significant Change,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2019,1,2020,1,-7.86,34.02,25.19,suppressed,TRUE,TRUE,FALSE,FALSE,Significant Decrease,Significant Increase,No Significant Change,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2019,2,2020,2,-3.53,52.14,70.24,suppressed,FALSE,TRUE,TRUE,FALSE,No Significant Change,Significant Increase,Significant Increase,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2019,3,2020,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2019,4,2020,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2019,5,2020,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2019,6,2020,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2019,7,2020,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2019,8,2020,8,8.27,61.09,27.42,suppressed,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2019,9,2020,9,17.78,72.18,16.44,suppressed,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,No Significant Change,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2019,10,2020,10,13.69,70.87,61.26,suppressed,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2019,11,2020,11,10.5,65.78,29.56,suppressed,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2019,12,2020,12,64.99,135.54,113.25,suppressed,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,,2020,1,2021,1,34.13,92.32,64.01,114.22,TRUE,TRUE,TRUE,TRUE,Significant Increase,Significant Increase,Significant Increase,Significant Increase,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,,2020,2,2021,2,44.7,66.68,10.66,157.79,TRUE,TRUE,FALSE,TRUE,Significant Increase,Significant Increase,No Significant Change,Significant Increase,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2020,3,2021,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2020,4,2021,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2020,5,2021,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2020,6,2021,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,*,2020,7,2021,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,,2020,8,2021,8,-12.34,-11.26,-13.7,-15.5,TRUE,TRUE,FALSE,FALSE,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,,2020,9,2021,9,-16.59,-12.77,-8.89,16.62,TRUE,TRUE,FALSE,FALSE,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,,2020,10,2021,10,-11.71,-7.23,-24.93,34.79,TRUE,FALSE,TRUE,FALSE,Significant Decrease,No Significant Change,Significant Decrease,No Significant Change,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,,2020,11,2021,11,-5.06,-0.89,-23.14,15.48,FALSE,FALSE,TRUE,FALSE,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,,2020,12,2021,12,-20.67,-16.42,-35.33,-34.38,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,,2021,1,2022,1,-14.74,-15.78,-28.85,-24.02,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,,2021,2,2022,2,-5.55,6.94,2.71,-14.53,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,all,all,1,8Year2YearSameMonthVA
VA,US-VA,,,2021,3,2022,3,-8.5,-9.29,-39.55,-42.64,TRUE,FALSE,TRUE,TRUE,Significant Decrease,No Significant Change,Significant Decrease,Significant Decrease,all,all,1,8Year2YearSameMonthVA
VT,US-VT,,*,2018,1,2019,1,-6.41,-25.71,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2018,2,2019,2,-0.71,26.96,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2018,3,2019,3,-18.49,-25.49,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2018,4,2019,4,15.74,-5.22,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2018,5,2019,5,-34.19,-53.29,suppressed,suppressed,TRUE,TRUE,FALSE,FALSE,Significant Decrease,Significant Decrease,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2018,6,2019,6,-37.16,-53.95,suppressed,suppressed,TRUE,TRUE,FALSE,FALSE,Significant Decrease,Significant Decrease,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2018,7,2019,7,-30.93,-38.28,suppressed,suppressed,TRUE,TRUE,FALSE,FALSE,Significant Decrease,Significant Decrease,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2018,8,2019,8,-21.18,-16.54,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2018,9,2019,9,-7.05,-25.54,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2018,10,2019,10,-27.43,-4.7,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2018,11,2019,11,-20.42,5.48,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2018,12,2019,12,25.56,102.21,suppressed,suppressed,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Increase,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2019,1,2020,1,-12.1,7.84,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2019,2,2020,2,-7.54,2.48,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2019,3,2020,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2019,4,2020,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2019,5,2020,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2019,6,2020,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2019,7,2020,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2019,8,2020,8,25.76,4.06,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2019,9,2020,9,11.12,46.22,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2019,10,2020,10,16.68,-2.29,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2019,11,2020,11,40.12,72.24,suppressed,suppressed,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2019,12,2020,12,23.23,3.49,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2020,1,2021,1,50.47,68.88,suppressed,suppressed,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
VT,US-VT,,*,2020,2,2021,2,63.68,71.38,suppressed,suppressed,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,Data Not Available/Not Reported,Data Not Available/Not Reported,all,all,1,8Year2YearSameMonthVT
